,RT,m/z,Metabolite,HMDB (*Representative ID),Pooled QC sample CV,Method,Intercept,diagnosis[T.UC],diagnosis[T.nonIBD],chemical_name
HILp_QI16785,9.99,547.3437,,,0.463096151,HILIC-pos,0.4219271750207767,-1.3502513982017206,-1.3144621176573086,HILp_QI16785
HILp_QI12802,9.99,438.6081,,,0.303699823,HILIC-pos,-0.6268203644994871,-6.072500190850037,-2.055542163357382,HILp_QI12802
HILp_QI18653,9.99,572.5334,,,1.140415403,HILIC-pos,0.3415314764734134,-1.8271588898856803,1.3675109820512483,HILp_QI18653
HILp_QI24826,9.99,723.2581,,,1.016222372,HILIC-pos,0.8311631293054447,-0.30041237842632995,-0.7202178759428309,HILp_QI24826
HILp_QI12790,10.0,438.2732,,,0.410541261,HILIC-pos,-1.0106046586279052,-1.484564743157167,-1.2229041380735683,HILp_QI12790
HILp_QI14996,10.0,520.2983,,,0.546614869,HILIC-pos,0.1346056074853763,-1.7968897439201044,-1.6881777567716885,HILp_QI14996
HILp_QI21010,10.0,605.2132,,,3.1555543939999997,HILIC-pos,1.0176727385278568,-1.1032869435508417,-1.8582836909147549,HILp_QI21010
HILp_QI10286,10.01,343.2089,,,0.550692661,HILIC-pos,-0.14962462475339322,-0.20620175373150573,-0.979617051586752,HILp_QI10286
HILp_QI16886,10.01,549.6838,,,0.614320794,HILIC-pos,0.2506458372827396,-1.2098507500846551,-2.0864106936308198,HILp_QI16886
HILp_QI19069,10.01,578.5141,,,1.526425528,HILIC-pos,-1.1581371217016354,0.3503690146248175,0.059586234584207524,HILp_QI19069
HILp_QI6772,10.02,260.1972,,,0.952801585,HILIC-pos,-1.3969066529516354,0.5759348057548834,0.7850530820039463,HILp_QI6772
HILp_QI17861,10.02,564.6956,,,1.223531852,HILIC-pos,-0.9131286530737056,-0.007094106789367061,0.14829165507828712,HILp_QI17861
HILp_QI24450,10.02,707.9237,,,0.693838858,HILIC-pos,-0.9793050675634518,0.18781928050921687,0.1372341590074253,HILp_QI24450
HILp_QI16855,10.02,549.4983,,,2.352095437,HILIC-pos,-0.3082406907323971,0.8086996458809209,-1.3636321348997402,HILp_QI16855
HILp_QI16858,10.02,549.5158,,,1.225946739,HILIC-pos,1.3437130064721927,1.062140979651673,-3.0727941317411713,HILp_QI16858
HILp_QI18908,10.02,576.5343,,,,HILIC-pos,-1.1558435349706784,-1.5951361275870966,1.0242079572824192,HILp_QI18908
HILp_QI10386,10.02,345.2132,,,2.66139615,HILIC-pos,-1.2043998627905026,-0.4227213479240106,-0.1450793070646572,HILp_QI10386
HILp_QI16727,10.02,547.01,,,0.203879986,HILIC-pos,1.4909336180444583,-2.2476152993400262,-2.4108449740263267,HILp_QI16727
HILp_QI16811,10.02,547.6783,,,0.366120705,HILIC-pos,0.16928025195559115,-2.406076393242614,-2.9380595011564536,HILp_QI16811
HILp_QI18543,10.03,571.9386,,,1.836874022,HILIC-pos,-0.8044746308569088,0.4450920008461311,-0.008070401653890613,HILp_QI18543
HILp_QI14989,10.03,520.1657,,,2.444841222,HILIC-pos,-0.9984386353735104,0.3553095244209601,0.4840110020784092,HILp_QI14989
HILp_QI15514,10.03,527.3239,,,0.8686093979999999,HILIC-pos,-0.24362353374997525,-1.0708071805198358,0.09120900203263282,HILp_QI15514
HILp_QI9867,10.04,331.1979,,,0.41947101,HILIC-pos,-0.8982017426733151,0.1044273756782843,-0.6055673880430508,HILp_QI9867
HILp_QI20743,10.04,601.049,,,3.8445130080000003,HILIC-pos,4.054012498354517,-1.0008396722037958,0.0709109978822422,HILp_QI20743
HILp_QI20745,10.04,601.2158,,,2.9518657619999997,HILIC-pos,1.4837748617883548,-0.07615991603924499,0.6490349249986362,HILp_QI20745
HILp_QI7303,10.04,272.1721,,,0.11501955800000001,HILIC-pos,0.4796821684594974,0.8394333504478766,0.6505007224229526,HILp_QI7303
HILp_QI8564,10.04,299.1605,,,0.35971282600000004,HILIC-pos,-0.8281839280370846,0.1916005991737677,0.2258487420228672,HILp_QI8564
HILp_QI12892,10.04,441.7884,,,0.983116722,HILIC-pos,-0.6496827988866939,-0.0029835320670770216,-0.4896995348783779,HILp_QI12892
HILp_QI16915,10.04,549.851,,,,HILIC-pos,-0.5185048966650143,-1.3767532921989147,-2.0083398146482754,HILp_QI16915
HILp_QI8209,10.06,290.2079,,,0.482778604,HILIC-pos,-0.14154128124753385,0.4859531306068732,0.4013488965181065,HILp_QI8209
HILp_QI2117,10.06,155.0818,,,0.232938019,HILIC-pos,0.2804920286889896,0.4217112444679572,0.1839349942353916,HILp_QI2117
HILp_QI16151,10.06,537.059,,,2.700545585,HILIC-pos,-1.2069461732153073,0.5740532063286139,1.036666579738016,HILp_QI16151
HILp_QI22534,10.06,637.2655,,,2.511529818,HILIC-pos,2.1739246458764896,-2.4526891328056024,-0.07084935139143944,HILp_QI22534
HILp_QI22597,10.06,638.2034,,,1.98055246,HILIC-pos,0.7059499830957279,0.016632833365662236,1.579701967730875,HILp_QI22597
HILp_QI2429,10.07,161.1287,,,0.126109945,HILIC-pos,-0.5247905640844479,0.7544908903877552,0.4420799689439488,HILp_QI2429
HILp_QI20604,10.07,597.2389,,,1.72362371,HILIC-pos,1.172108373140894,-0.12972899448467956,-0.022485188946371082,HILp_QI20604
HILp_QI24563,10.07,714.0463,,,0.8611936929999999,HILIC-pos,1.2245962233301029,-0.6806063271720593,-2.2092558665128994,HILp_QI24563
HILp_QI4324,10.07,206.1657,,,0.43700361200000004,HILIC-pos,-1.0727804093603268,0.14651803005145325,0.43494028617417335,HILp_QI4324
HILp_QI4248,10.08,204.1342,,,0.43672227,HILIC-pos,-0.978460112119116,0.4429395579140021,0.032221146121377935,HILp_QI4248
HILp_QI16884,10.08,549.6838,,,,HILIC-pos,4.490737161135279,-2.7630390740592645,-2.707420520290976,HILp_QI16884
HILp_QI16913,10.08,549.851,,,,HILIC-pos,-0.8085124879125729,-0.9543180085380244,-2.5861694140287685,HILp_QI16913
HILp_QI18872,10.08,576.1185,,,1.113151022,HILIC-pos,1.6737415404077396,0.5835444115440662,1.7863658296016407,HILp_QI18872
HILp_QI20405,10.08,594.1777,,,2.39034952,HILIC-pos,0.07040043780764194,-0.12473317157818542,-4.077517203793174,HILp_QI20405
HILp_QI6127,10.09,246.2177,,,1.534478688,HILIC-pos,-0.5446632294897213,-1.3321969128806757,-0.5740465445371914,HILp_QI6127
HILp_QI18483,10.09,571.7953,,,2.410659376,HILIC-pos,0.8483554930444583,0.8566127203743292,-0.6514202875944424,HILp_QI18483
HILp_QI18941,10.09,576.7455,,,1.8408455609999999,HILIC-pos,0.8090889067407474,-1.3135952569205926,-0.0839971823545742,HILp_QI18941
HILp_QI23181,10.09,656.273,,,2.19029514,HILIC-pos,0.2521125883813724,-3.8824543572623895,-3.5798594279142666,HILp_QI23181
HILp_QI14715,10.1,516.9795,,,0.28439116600000003,HILIC-pos,-0.7005002885107174,0.12014154422686828,0.572499819293375,HILp_QI14715
HILp_QI18285,10.1,568.6939,,,2.090357303,HILIC-pos,-0.4855258851293698,-2.1061429597098997,0.22465569545304295,HILp_QI18285
HILp_QI5182,10.1,226.1553,,,0.280994144,HILIC-pos,-0.9867017655614988,0.2686288737099005,0.1625552849916172,HILp_QI5182
HILp_QI23780,10.1,678.431,,,1.829195828,HILIC-pos,-1.3925302415136471,-0.17570372592999206,1.2653822975305271,HILp_QI23780
HILp_QI20025,10.11,590.6643,,,2.329465674,HILIC-pos,3.1387474150415287,-2.895434818382995,-0.7394658846708584,HILp_QI20025
HILp_QI16856,10.11,549.4986,,,2.545763044,HILIC-pos,-0.8139961152319088,1.1338630102913214,-1.2041508478971767,HILp_QI16856
HILp_QI16951,10.11,550.1854,,,1.30076776,HILIC-pos,0.7636034102197513,-0.6048357106406854,-1.3239537997099209,HILp_QI16951
HILp_QI17411,10.11,558.7551,,,1.999137495,HILIC-pos,0.1925861448999271,0.9600543164055182,-2.0320212168546963,HILp_QI17411
HILp_QI24664,10.11,717.25,,,3.4412074510000004,HILIC-pos,2.7628337950464115,0.32217434871600403,0.8365616278794956,HILp_QI24664
HILp_QI10651,10.12,354.1777,,,0.451550991,HILIC-pos,-1.2967603593114987,0.2399056338112171,0.12128359843766212,HILp_QI10651
HILp_QI18482,10.12,571.7953,,,2.596792227,HILIC-pos,1.065210065340601,1.0863531016151722,0.024932213321084973,HILp_QI18482
HILp_QI17572,10.13,559.9836,,,1.146271315,HILIC-pos,4.164307794069849,-3.5354661561210334,1.4106280880120945,HILp_QI17572
HILp_QI19957,10.13,590.5214,,,2.60901275,HILIC-pos,1.9183804602380616,-0.6325869179923718,-3.970444850430136,HILp_QI19957
HILp_QI22532,10.13,637.2647,,,1.8603469590000001,HILIC-pos,-0.3369396119360104,-1.8439650155265497,0.2992263512757969,HILp_QI22532
HILp_QI15567,10.14,527.6622,,,0.130465159,HILIC-pos,3.394076070284449,0.4105539702217413,0.8006971554902744,HILp_QI15567
HILp_QI20693,10.14,599.5762,,,0.934213805,HILIC-pos,-1.3298175721410883,-1.4473669148643182,-0.7330428881498623,HILp_QI20693
HILp_QI25290,10.14,782.9773,,,0.221212468,HILIC-pos,1.801965913271509,-0.5789167500693964,-0.14798539112532616,HILp_QI25290
HILp_QI14714,10.14,516.6452,,,0.295615513,HILIC-pos,0.0925676436181888,0.05656866062091126,0.5167899804261875,HILp_QI14714
HILp_QI23375,10.14,662.2795,,,2.980076791,HILIC-pos,-0.922617712521948,1.3808106564323737,-0.584386281475668,HILp_QI23375
HILp_QI15130,10.14,521.9867,,,0.158777939,HILIC-pos,2.2879631132837157,0.340275802497132,0.7767166571763706,HILp_QI15130
HILp_QI15663,10.14,527.9966,,,0.125310543,HILIC-pos,3.0470220656152587,0.4184921168129279,0.8317313866761875,HILp_QI15663
HILp_QI15736,10.14,528.331,,,0.170923577,HILIC-pos,2.3598014921899657,0.32092908847735657,0.8081148343232822,HILp_QI15736
HILp_QI16135,10.14,536.7724,,,3.7715997789999998,HILIC-pos,1.3194825262781007,-0.4573683358390497,0.684060402407999,HILp_QI16135
HILp_QI18223,10.14,568.5639,,,2.235584827,HILIC-pos,2.5774943442102303,-3.5101561166007684,0.8821795659211826,HILp_QI18223
HILp_QI24671,10.14,717.8517,,,2.6040885680000003,HILIC-pos,0.7364360899682865,0.1807849787514044,1.1107601599839878,HILp_QI24671
HILp_QI16885,10.15,549.6838,,,0.980296655,HILIC-pos,0.13471623370607946,-1.1547798730094598,-2.352166823849325,HILp_QI16885
HILp_QI17295,10.15,556.6413,,,1.136329388,HILIC-pos,0.5828301520105228,1.0797384165565802,0.2353257613328648,HILp_QI17295
HILp_QI18157,10.15,568.0811,,,2.486145612,HILIC-pos,0.9261481375451908,-0.3154949761588739,-1.5062457842680264,HILp_QI18157
HILp_QI19289,10.15,581.6228,,,1.2187723670000001,HILIC-pos,6.351820191835962,1.1766937159340216,-0.3311130328031826,HILp_QI19289
HILp_QI20125,10.15,590.951,,,3.075161547,HILIC-pos,-0.3816440491918698,-0.9960400677879022,-1.0395898146482754,HILp_QI20125
HILp_QI15162,10.15,522.6553,,,0.25550843300000003,HILIC-pos,1.2328273863550052,0.15953663814471494,0.6843637900499058,HILp_QI15162
HILp_QI12605,10.16,431.1854,,,0.38834639200000004,HILIC-pos,0.6238257498498783,-0.09871645938946473,-1.8767098708006191,HILp_QI12605
HILp_QI15150,10.16,522.3211,,,0.235725855,HILIC-pos,1.912450513338648,0.4175489329140021,0.8286623435167026,HILp_QI15150
HILp_QI19642,10.16,586.5418,,,3.075951443,HILIC-pos,0.155615052675806,-0.396742305870788,0.6805408673433018,HILp_QI19642
HILp_QI21119,10.16,605.8845,,,1.7298573780000002,HILIC-pos,3.2822219938989505,0.6477829598228766,1.5770765917447758,HILp_QI21119
HILp_QI22375,10.16,632.5931,,,,HILIC-pos,-1.483930387998022,-0.03810449611736999,1.3268668728021336,HILp_QI22375
HILp_QI25067,10.16,749.2176,,,2.748843817,HILIC-pos,0.4194180578943119,0.4273896597664191,0.7606287675050449,HILp_QI25067
HILp_QI7690,10.16,280.2025,,,1.8731971669999998,HILIC-pos,-0.4732406525854245,-0.8678152180869745,-0.7068812174650478,HILp_QI7690
HILp_QI16633,10.16,544.6323,,,1.9884173809999999,HILIC-pos,-1.2060516267065182,0.8899416111748053,-0.014297894940023426,HILp_QI16633
HILp_QI25064,10.16,748.9667,,,4.318642332,HILIC-pos,3.5738269896264896,-1.3415259934623407,0.4023676591066073,HILp_QI25064
HILp_QI25288,10.16,782.4756,,,0.250744654,HILIC-pos,1.771619519686304,-0.1486134148795788,0.3010569291261387,HILp_QI25288
HILp_QI2465,10.17,162.1128,,,1.328504464,HILIC-pos,-1.4656207947973383,0.2286672972481085,0.15719277431046486,HILp_QI2465
HILp_QI5886,10.17,241.155,,,0.169767945,HILIC-pos,2.6554443449731693,0.387157955054505,-0.3609186930509853,HILp_QI5886
HILp_QI15010,10.17,520.5,,,2.9144169239999997,HILIC-pos,0.3075930685754642,0.8980588101188953,1.2610428409722996,HILp_QI15010
HILp_QI16939,10.17,550.0181,,,1.12538953,HILIC-pos,0.12780304858645053,-1.6568307496268917,-3.179935149654989,HILp_QI16939
HILp_QI25233,10.17,771.2309,,,3.4757409,HILIC-pos,3.4389435858484134,1.5494237326423956,0.971577115550394,HILp_QI25233
HILp_QI6021,10.18,244.166,,,0.106996674,HILIC-pos,-0.017849722409643217,0.3204286478798224,0.3332323508409214,HILp_QI6021
HILp_QI10318,10.18,344.18199999999996,,,0.226332443,HILIC-pos,-1.3309314637426508,0.3843312643806769,0.444931574359293,HILp_QI10318
HILp_QI13280,10.18,459.2926,,,0.6555510170000001,HILIC-pos,-0.5219848542455807,-2.885506115074889,-0.5171510500761318,HILp_QI13280
HILp_QI13397,10.18,464.6351,,,0.142510749,HILIC-pos,2.3468668074365486,-3.0474948502738637,-1.1783673090788174,HILp_QI13397
HILp_QI1494,10.19,141.0547,,,0.34376853,HILIC-pos,-0.4578645615820065,0.2328124426643683,-1.432220868572836,HILp_QI1494
HILp_QI12689,10.19,434.225,,,0.267984994,HILIC-pos,-0.005671301389135408,0.6879078530113514,-1.3512191099973965,HILp_QI12689
HILp_QI13268,10.19,458.625,,,0.132155956,HILIC-pos,1.4514529318567142,-3.246711216088073,-0.9840990824552822,HILp_QI13268
HILp_QI13387,10.19,464.3006,,,0.145063051,HILIC-pos,2.731916627382837,-2.172002277489442,-1.0375093741270351,HILp_QI13387
HILp_QI13399,10.19,464.9693,,,0.191366698,HILIC-pos,1.447710713839136,-2.34957214366986,-1.083271436199789,HILp_QI13399
HILp_QI16883,10.19,549.6837,,,1.019303143,HILIC-pos,-0.21461371471921356,0.19076780307696595,-2.786801986202841,HILp_QI16883
HILp_QI24047,10.19,687.4336,,,0.3959227,HILIC-pos,2.8001639456506595,-1.4771918870170282,-0.6036848349424648,HILp_QI24047
HILp_QI24073,10.19,687.9346,,,0.34137200700000003,HILIC-pos,2.1833178610559334,-1.2520672894675895,-1.0288903040739346,HILp_QI24073
HILp_QI5472,10.19,231.1708,,,0.289979043,HILIC-pos,-0.18056658794919397,0.4238977812568958,0.800024815097208,HILp_QI5472
HILp_QI9303,10.19,315.2031,,,0.260950974,HILIC-pos,-1.0040367036108149,0.5696634434501959,0.2749083714631748,HILp_QI9303
HILp_QI13273,10.19,458.9594,,,0.467373545,HILIC-pos,1.0979773611780033,-3.647387466545837,-1.2853531164976406,HILp_QI13273
HILp_QI16077,10.19,534.6748,,,0.594938285,HILIC-pos,-0.19953898479977994,-0.6760434724052118,-1.296904496655111,HILp_QI16077
HILp_QI22081,10.19,624.5437,,,1.939271781,HILIC-pos,-0.45014933636228,-0.8538913346488641,-2.1798207087370205,HILp_QI22081
HILp_QI18284,10.2,568.6939,,,2.08507519,HILIC-pos,-0.8005264191869871,-1.6228618241508173,0.7610890345720005,HILp_QI18284
HILp_QI5117,10.21,225.1239,,,0.10633161,HILIC-pos,1.083722791170679,0.364039220694762,0.8904295640138341,HILp_QI5117
HILp_QI13109,10.21,452.94800000000004,,,0.302938081,HILIC-pos,-1.1222761063818112,-3.2581328965385143,-0.9366161150785732,HILp_QI13109
HILp_QI5380,10.21,230.102,,,0.250464555,HILIC-pos,-1.0629508881811276,0.38279918659137024,0.6424623208192539,HILp_QI5380
HILp_QI16535,10.21,543.4952,,,1.326047613,HILIC-pos,0.11420937488039586,-1.3279873944480585,-0.1256079001280117,HILp_QI16535
HILp_QI10785,10.22,358.161,,,0.263165037,HILIC-pos,-1.0150497346166745,-0.2167422391135858,0.3924517111924839,HILp_QI10785
HILp_QI16891,10.22,549.6839,,,1.058426027,HILIC-pos,1.0853297323938236,0.6677968882362677,-2.1117617411466885,HILp_QI16891
HILp_QI16949,10.22,550.1853,,,1.732035152,HILIC-pos,8.836562714075649,-1.6505422211845089,-1.955576591000204,HILp_QI16949
HILp_QI18247,10.22,568.6547,,,1.387101237,HILIC-pos,-1.3455598740820065,-0.010718784447448115,0.02262706328904152,HILp_QI18247
HILp_QI19688,10.22,586.7087,,,1.295806035,HILIC-pos,1.6896884054895267,-0.4170424557883923,0.4801140504029942,HILp_QI19688
HILp_QI16914,10.22,549.851,,,0.23939131600000002,HILIC-pos,0.21742268512209506,-1.0705253697593378,-2.39284675548995,HILp_QI16914
HILp_QI17684,10.22,561.6837,,,0.9053767659999999,HILIC-pos,-0.4434745698217526,-0.938936672325866,-0.7097515387388516,HILp_QI17684
HILp_QI8290,10.23,292.1659,,,0.25504752,HILIC-pos,-1.2458684830907956,0.21341423023150696,-0.004383854374532703,HILp_QI8290
HILp_QI18156,10.23,568.081,,,2.4960951209999998,HILIC-pos,2.9815823645349373,-1.3599161721427606,-0.07244890163863182,HILp_QI18156
HILp_QI19643,10.23,586.5419999999999,,,1.436936385,HILIC-pos,0.1656848997827396,0.2825942419807745,0.0893964247850132,HILp_QI19643
HILp_QI22078,10.23,624.5435,,,2.670309173,HILIC-pos,-0.5791328339819088,1.3886983774940802,1.481096901193018,HILp_QI22078
HILp_QI3618,10.23,190.09799999999998,,,0.267018252,HILIC-pos,-1.1142194657568112,0.07623580921099915,0.5067111926225376,HILp_QI3618
HILp_QI4703,10.23,215.1392,,,0.61028195,HILIC-pos,-0.9513395219091548,0.7754564665596321,0.02442748118912696,HILp_QI4703
HILp_QI20825,10.23,602.781,,,4.962286614,HILIC-pos,4.014422139620386,1.6359514378349616,1.6395504253057194,HILp_QI20825
HILp_QI20842,10.23,602.9814,,,4.294913613,HILIC-pos,4.356083831286036,-1.075396261330383,2.7972094493058868,HILp_QI20842
HILp_QI20867,10.23,603.1817,,,1.1541708640000001,HILIC-pos,1.3740894407983646,-1.1672587014396356,2.147662140622492,HILp_QI20867
HILp_QI20961,10.23,603.5827,,,2.013996082,HILIC-pos,1.5008480162378175,-0.25715085041119323,0.6893451886323643,HILp_QI20961
HILp_QI25070,10.23,749.4685,,,2.631412468,HILIC-pos,1.815972527956568,-0.05587216388775573,1.3008115964082432,HILp_QI25070
HILp_QI15707,10.24,528.0533,,,2.0338460680000003,HILIC-pos,-1.1117446809057372,1.066479244117005,0.1111552195695591,HILp_QI15707
HILp_QI18225,10.24,568.5641,,,1.7272560380000002,HILIC-pos,2.0107142538781986,-2.3507008172233266,0.782738872065897,HILp_QI18225
HILp_QI23244,10.24,657.2535,,,0.9512470740000001,HILIC-pos,-0.8852184205297604,-0.4063932515342401,-2.0213267130705166,HILp_QI23244
HILp_QI17686,10.25,561.684,,,0.7320413590000001,HILIC-pos,-0.8261649995092526,-1.6059231377799676,-0.4540237707945156,HILp_QI17686
HILp_QI5248,10.25,227.1394,,,0.9653032309999999,HILIC-pos,-0.16262511303464322,-0.5262426949699108,0.019698806300516125,HILp_QI5248
HILp_QI8703,10.25,301.2604,,,0.54300029,HILIC-pos,-0.0825889497045651,0.16268900859759586,0.3109199481157017,HILp_QI8703
HILp_QI6101,10.26,246.1275,,,0.24813602399999998,HILIC-pos,-0.39018706371823697,0.07961276996539368,-0.3970481676908779,HILp_QI6101
HILp_QI13961,10.26,491.2481,,,0.230349002,HILIC-pos,1.6866452307458744,0.7354393385689093,0.29098624755417823,HILp_QI13961
HILp_QI18165,10.26,568.1626,,,1.6538201559999999,HILIC-pos,0.7318217367883548,-0.34672161113812194,-0.14665406177962306,HILp_QI18165
HILp_QI2196,10.27,156.1499,,,0.210523711,HILIC-pos,0.2837016196008548,0.4676366232673938,0.4268426375535679,HILp_QI2196
HILp_QI18174,10.27,568.224,,,1.7635275419999998,HILIC-pos,0.18912907550295446,-1.0879985905845329,-1.5200750155302334,HILp_QI18174
HILp_QI19687,10.27,586.7083,,,2.281802719,HILIC-pos,2.6229426474328856,1.3935523413460071,-2.420725039944296,HILp_QI19687
HILp_QI18155,10.27,568.0809,,,2.336341967,HILIC-pos,2.101973733400904,-0.7828542805869763,-2.021107367977743,HILp_QI18155
HILp_QI20011,10.27,590.6641,,,1.646484801,HILIC-pos,1.176225862001978,-0.3371150113303827,0.24651796390091896,HILp_QI20011
HILp_QI21289,10.27,606.3858,,,1.055259743,HILIC-pos,2.3024794668908943,-0.3909780598838495,-0.1752120776029873,HILp_QI21289
HILp_QI16185,10.27,537.3306,,,0.42416789899999996,HILIC-pos,-0.02435282757321744,0.04922107685015753,0.7125548796800327,HILp_QI16185
HILp_QI18370,10.27,570.736,,,1.223568037,HILIC-pos,1.1138941855188236,1.5792484067718815,-3.039136104092245,HILp_QI18370
HILp_QI21916,10.27,620.5581,,,1.861400764,HILIC-pos,-0.3842552094701901,-1.5436524964530631,0.588337369456644,HILp_QI21916
HILp_QI16097,10.28,535.009,,,0.961526126,HILIC-pos,2.9218513579126224,0.03622941005633429,-0.38107364605391497,HILp_QI16097
HILp_QI17687,10.28,561.6847,,,1.160724127,HILIC-pos,0.3330294699426517,-2.1166643716056512,-1.632845811352377,HILp_QI17687
HILp_QI17752,10.28,562.0191,,,0.43267637700000006,HILIC-pos,0.4883510679956302,-2.944404087181823,-3.2325922770353603,HILp_QI17752
HILp_QI8461,10.28,296.1973,,,0.39648438700000005,HILIC-pos,-1.0982177644018307,0.4421241663734747,0.4021385388520908,HILp_QI8461
HILp_QI20099,10.29,590.9503,,,2.351672201,HILIC-pos,-1.3482425599340573,1.4386551760475468,-0.6488456053587246,HILp_QI20099
HILp_QI20406,10.29,594.1791,,,1.737099375,HILIC-pos,0.3536402792688236,-0.413928470726745,-3.3485123438688564,HILp_QI20406
HILp_QI16148,10.29,536.9963,,,0.166714006,HILIC-pos,1.3382250876184327,0.2578835867683722,0.742680974498148,HILp_QI16148
HILp_QI22073,10.29,624.5433,,,2.8142957539999998,HILIC-pos,0.4409935087915287,-0.6585435486991571,-1.7359301371427822,HILp_QI22073
HILp_QI22509,10.29,637.1173,,,2.170362724,HILIC-pos,-0.8044031052831784,-2.05857797634198,-0.4763016028257656,HILp_QI22509
HILp_QI6418,10.3,253.155,,,3.118564993,HILIC-pos,-0.3046987443212643,0.6509244822304066,0.6522793250230503,HILp_QI6418
HILp_QI16087,10.3,534.8418,,,,HILIC-pos,0.3619157881494388,-0.13851924907757507,-0.8574084563108729,HILp_QI16087
HILp_QI18511,10.3,571.7961,,,2.562709195,HILIC-pos,-0.09877661755124477,0.4766552828590704,0.8643975930360508,HILp_QI18511
HILp_QI21219,10.3,606.1354,,,2.207818467,HILIC-pos,3.801618775820337,-0.05065628063275085,1.9546850847152424,HILp_QI21219
HILp_QI22594,10.3,638.203,,,0.778888433,HILIC-pos,0.2642886252160892,-0.5602333165366815,0.42339570094620704,HILp_QI22594
HILp_QI5353,10.31,229.1551,,,0.142494086,HILIC-pos,3.9647953123803967,0.5351901434700324,-0.8589901251646328,HILp_QI5353
HILp_QI7557,10.31,277.1914,,,0.357417735,HILIC-pos,-0.9940393357519284,-0.4991740800101922,-1.0067791266294766,HILp_QI7557
HILp_QI13241,10.31,457.3034,,,0.7489971120000001,HILIC-pos,-0.02510432293454556,0.9906704806129748,-0.4451574606748867,HILp_QI13241
HILp_QI16419,10.31,542.3376,,,0.13528397,HILIC-pos,3.5629584402795658,0.2461870096962269,0.6886175351289463,HILp_QI16419
HILp_QI16440,10.31,542.672,,,0.12003368699999999,HILIC-pos,3.1621462912317138,0.2036242865364386,0.6327290015367222,HILp_QI16440
HILp_QI16482,10.31,543.0061,,,0.161752168,HILIC-pos,1.9270422072168216,0.08601812351153626,0.5919466691163731,HILp_QI16482
HILp_QI18173,10.31,568.2238,,,2.0197189890000002,HILIC-pos,0.09997101733645053,-1.87243171703412,-0.7280191702696133,HILp_QI18173
HILp_QI5469,10.31,231.1608,,,0.37179606200000004,HILIC-pos,-1.1263950257543698,-0.12119527828289732,-1.5385681910368252,HILp_QI5469
HILp_QI18146,10.31,567.7615,,,3.8688370780000003,HILIC-pos,1.4855277151819095,1.3195733212272955,-0.4488701147886561,HILp_QI18146
HILp_QI21306,10.31,606.6368,,,2.072476255,HILIC-pos,1.7978207678552494,0.703423299674256,0.5212730841783237,HILp_QI21306
HILp_QI24397,10.31,704.942,,,3.32684113,HILIC-pos,5.949636182283959,0.362884797934754,2.636435218348856,HILp_QI24397
HILp_QI24399,10.31,705.1926,,,4.626462483,HILIC-pos,3.1080514998193607,0.875403919104798,0.5366837458757114,HILp_QI24399
HILp_QI24414,10.31,705.4436,,,4.145525548999999,HILIC-pos,2.5777928442712654,1.6545678161423039,1.3648234086183262,HILp_QI24414
HILp_QI24432,10.31,705.6943,,,2.400618637,HILIC-pos,-0.15452364971677213,0.306340255622132,0.07458431293045997,HILp_QI24432
HILp_QI2882,10.31,173.081,,,1.061876798,HILIC-pos,0.5033304304834232,0.15987209308551087,-2.705428771481161,HILp_QI2882
HILp_QI17848,10.31,564.5288,,,2.520637779,HILIC-pos,6.108494719957911,1.9201134227554637,3.7032784896043487,HILp_QI17848
HILp_QI18164,10.31,568.1625,,,0.9552512009999999,HILIC-pos,1.9277565092798101,-0.3585810280997919,0.7388680653718662,HILp_QI18164
HILp_QI5364,10.32,229.2461,,,0.20047193300000002,HILIC-pos,-1.0823257355932372,-0.13078161251141296,-1.703386001095419,HILp_QI5364
HILp_QI16131,10.32,536.6619999999999,,,0.319117675,HILIC-pos,1.7249247641321048,0.3002508066932989,0.6595762448457432,HILp_QI16131
HILp_QI19985,10.32,590.6637,,,3.3068068719999997,HILIC-pos,-0.3501384644750729,0.11143259036944464,0.06595034171616554,HILp_QI19985
HILp_QI20468,10.32,595.2075,,,1.580927613,HILIC-pos,-0.33191184093991666,-2.392132244225282,0.20667321254288676,HILp_QI20468
HILp_QI23876,10.32,679.2264,,,1.274249693,HILIC-pos,2.463677606081568,-2.8321380234916376,-0.05419021080458642,HILp_QI23876
HILp_QI4416,10.33,209.1288,,,0.2420208,HILIC-pos,-1.0402973084692135,-0.09220953952862487,0.05733806659256935,HILp_QI4416
HILp_QI23697,10.33,673.8251,,,2.383077078,HILIC-pos,0.12962552020510287,-0.603186807747619,-2.2247330469938564,HILp_QI23697
HILp_QI3976,10.33,198.1241,,,0.254831865,HILIC-pos,0.07481213519533725,0.07372478473589973,-0.7477051539274502,HILp_QI3976
HILp_QI6355,10.33,252.1346,,,0.156421591,HILIC-pos,0.009354791140161469,0.499702014807923,0.6513995604661655,HILp_QI6355
HILp_QI20770,10.33,602.0514,,,1.6779569909999998,HILIC-pos,-1.2130000977758542,0.14991716373370426,1.5023752825406742,HILp_QI20770
HILp_QI6361,10.34,252.1709,,,0.9227760070000001,HILIC-pos,-0.3039930253271237,0.3123886965553595,0.15783900786911964,HILp_QI6361
HILp_QI18126,10.34,567.5606,,,2.6387223019999997,HILIC-pos,0.4017250151391849,-1.7891573525626845,0.6137940364030552,HILp_QI18126
